NO ,NO. PENAWARAN ,DATE,MARKERTING ,CUSTOMER NAME,REMARK (KAROSERI),HARGA ,HARGA (NEW),EXC / INC ,PROGRESS,QUANTITY,SATUAN,KETERANGAN,TOTAL
107,81/QUO/STM/I/25,11-Jan-25,IRWAN,PT. AUTOMOBIL BORNEO PERDANA - PONTIANAK,BODY MIXER 3 M3 HINO DUTRO 136 HDMX," 195,000,000 ","195,000,000", INC ,,,,TIDAK JADI OC,0
108,89/QUO/STM/I/25,14-Jan-25,IRWAN,PT. HUDAYA MAJU MANDIRI ,FUEL TANK KAP. 20.000 LITER SYSTEM FBL HINO FM 280 JD," 360,000,000 ","360,000,000", INC ,,,,TIDAK JADI OC,0
109,99/QUO/STM/I/25,14-Jan-25,IRWAN,PT. AUTOMOBIL BORNEO PERDANA,BODY MIXER KAP 7 Mᶟ HINO FM 280 JM," 285,000,000 ","285,000,000", INC ,,,,TIDAK JADI OC,0
110,99/R.01QUO/STM/I/25,17-Jan-25,IRWAN,PT. AUTOMOBIL BORNEO PERDANA,BODY MIXER KAP 7 Mᶟ HINO FM 280 JM," 270,000,000 ","270,000,000", INC ,,,,TIDAK JADI OC,0
111,101/QUO/STM/I/25,14-Jan-25,IRWAN,PT. SUMBER KASIH ALAMI,BODY DUMP TRIUCK KUBURAN HINO 500 FM 280 JD UK. 6500 X 2500 X 2100 MM," 205,000,000 ","205,000,000", INC ,,,,TIDAK JADI OC,0
112,102/QUO/STM/I/25,14-Jan-25,IRWAN,PT. EUROTRUCK TRASINDO,PEMINDAHAN BODY WATER TANK KAP. 18.000 LITER MERCY AXOR 2528 C KE MERCY AXOR 2528 CH," 13,500,000 ","13,500,000", INC ,OC 34/MKT/I/25 (1 UNIT),1,UNIT,JADI OC,"13,500,000"
113,112/QUO/STM/I/25,14-Jan-25,IRWAN,PT. BUMI INTI PERSADA RAYA,BODY DUMP TRUCK KNOCKDOWN MITSUBISHI FE 74 HDX UK 3880 X 1840 X 700 + 300 MM," 70,000,000 ","70,000,000", INC ,,,,TIDAK JADI OC,0
114,113/QUO/STM/I/25,14-Jan-25,IRWAN,PT. HUDAYA MAJU MANDIRI,BODY DUMP TRUCK SAMPAH + KNOCKDOWN HINO DUTRO 136 HDX UK 3880 X 1840 X 1000 + 200 MM," 70,000,000 ","70,000,000", INC ,,,,TIDAK JADI OC,0
115,114/QUO/STM/I/25,14-Jan-25,IRWAN,PT. HUDAYA MAJU MANDIRI,WING BOX HINO FL 280 JW UK 9750 X 2500 X 2700 MM," 155,400,000 ","155,400,000", INC ,,,,TIDAK JADI OC,0
116,120/QUO/STM/I/25,15-Jan-25,IRWAN,PT. DIPO INTERNASIONAL PAHALA OTOMOTIF - SERANG,MOBIL BENGKEL KELILING / STOORING MITSUBISHI TRITON SINGLE CABIN, 83.000.000 (EXC) ,"83,000,000", EXC ,,,,TIDAK JADI OC,0
117,124/QUO/STM/I/25,15-Jan-25,IRWAN,CUSTOMER BAPAK IRWAN,DUMP TRUCK KUBURAN HINO FM 280 JD UK 6500 X 2500 X 2000 MM," 227,000,000 ","227,000,000", INC ,,,,TIDAK JADI OC,0
118,126/QUO/STM/I/25,16-Jan-25,IRWAN,PT. EUROTRUCK TRANSINDO,LOW BOY TRAILLER 40 FEET 3 AXLE UK 6500 X 3200 MM," 725,000,000 ","725,000,000", INC ,,,,TIDAK JADI OC,0
119,130/QUO/STM/I/25 A,16-Jan-25,IRWAN,PT. DIPO INTERNASIONAL PAHALA OTOMOTIF - SERANG,BODY DUMP TRUCK KNOCKDOWN MITSUBISHI FE 74 HDX UK 3880 X 1840 X 700 + 500 MM," 65,000,000 ","65,000,000", INC ,OC 33/MKT/I/25 (1 UNIT),1,UNIT,JADI OC,"65,000,000"
120,132/QUO/STM/I/25,16-Jan-25,IRWAN,PT. EUROTRUCK TRANSINDO ,BODY DUMP TRUCK MERCY AXOR 2528 CH UK 6500 X 2350 X 1800 MM," 220,000,000 ","220,000,000", INC ,,,,TIDAK JADI OC,0
121,133/QUO/STM/I/25 A,16-Jan-25,IRWAN,CUSTOMER BAPAK IRWAN,BODY DUMP TRUCK MITSUBSIHI FE 74 SHDX UK 3880 X 1840 X 700 MM," 65,000,000 ","65,000,000", INC ,,,,TIDAK JADI OC,0
122,133/QUO/STM/I/25 A,16-Jan-25,IRWAN,CUSTOMER BAPAK IRWAN,BODY DUMP TRUCK SAMPAH MITSUBISHI FE 74 SHDX UK 3880 X 1840 X 1000 MM," 72,000,000 ","72,000,000", INC ,,,,TIDAK JADI OC,0
123,133/QUO/STM/I/25 A,16-Jan-25,IRWAN,CUSTOMER BAPAK IRWAN,SELF LOADER HYDRAULIC JACK MITSUBISHI FE 84 G N UK 4750 X 2250 MM," 250,000,000 ","250,000,000", INC ,,,,TIDAK JADI OC,0
124,134/QUO/STM/I/25,16-Jan-25,IRWAN,PT. BAHANA CAHAYA MOBILINDO,BODY MIXER KAP. 8M3 ISUZU FVZ 34 L HP MX," 350,000,000 ","350,000,000", INC ,,,,TIDAK JADI OC,0
125,137/QUO/STM/I/25,16-Jan-25,IRWAN,PT. AUTOMOBIL BORNEO PERDANA - PONTIANAK,BODY MIXER 3 M3 HINO DUTRO 136 HDMX ," 170,000,000 ","170,000,000", INC ,,,,TIDAK JADI OC,0
126,142/QUO/STM/I/25,16-Jan-25,IRWAN,CUSTOMER BAPAK IRWAN,TRAILLER 40 FEET 3 AXLE - FLAT DECK UK 12300 X 2500 MM," 365,000,000 ","365,000,000", INC ,,,,TIDAK JADI OC,0
127,155/QUO/STM/I/25,17-Jan-25,IRWAN,PT. WASKITA KARYA,BODY DUMP TRUCK KNOCKDOWN MITSUBISHI FN 62 F HDR UK 5930 X 2340 X 1000 + 700 MM," 190,000,000 ","190,000,000", INC ,,,,TIDAK JADI OC,0
128,156/QUO/STM/I/25,17-Jan-25,IRWAN,PT. GOWA KENCANA MOTOR,FLAT BED DUMP MERCY AXOR 2528 CH UK 6400 X 2500," 138,500,000 ","138,500,000", INC ,,,,TIDAK JADI OC,0
129,167/QUO/STM/I/25,20-Jan-25,IRWAN,PT. HARTONO RAYA MOTOR - SEMARANG,BODY DUMP TRUCK MERCY AXOR 2528 CH UK 6400 X 2400 X 1700 MM," 190,000,000 ","190,000,000", INC ,,,,TIDAK JADI OC,0
130,176/QUO/STM/I/25,21-Jan-25,IRWAN,CUSTOMER BAPAK IRWAN,BODY DUMP TRUCK MITSUBISHI FN 62 F HD UK 5.700 X 2.400 X 1.500 MM PLAT 6/4," 169,500,000 ","169,500,000", INC ,,,,TIDAK JADI OC,0
131,177/QUO/STM/I/25,21-Jan-25,IRWAN,PT. USAHA JAYA SUKSES MANDIRI,BODY DUMP TRUCK MITSUBISHI FN 62 F HD UK 6000 X 2350 X 1700 MM PLAT 8/6," 182,000,000 ","182,000,000", INC ,,,,TIDAK JADI OC,0
132,189/QUO/STM/I/25,22-Jan-25,IRWAN,CUSTOMER BAPAK IRWAN,BAK BESI 3 WAY + INSTALL CRANE MITSUBISHI FE 84 SHDX UK 3400 X 2135 X 500 MM," 88,000,000 ","88,000,000", INC ,,,,TIDAK JADI OC,0
133,218/QUO/STM/I/25,24-Jan-25,IRWAN,PT. ASTRA ISUZU - CILENGSI,DUMP TRUCK KNOCKDOWN ISUZU FVZ 34 N HP UK 5930 X 2340 X 1000 + 900 MM ," 184,000,000 ","184,000,000", INC ,,,,TIDAK JADI OC,0
134,249/QUO/STM/I/25,28-Jan-25,IRWAN,PT. CITRA LESTARI MOBILINDO,"BODY MIXER KAP, 3 M3 HINO DUTRO 136 HDX"," 185,000,000 ","185,000,000", INC ,,,,TIDAK JADI OC,0
135,260/QUO/STM/I/25,30-Jan-25,IRWAN,PT. GOWA KENCANA MOTOR,BODY DUMP TRUCK MERCY AXOR 2528 CX / CH UK 6.000 X 2.350 X 1.700 MM," 183,100,000 ","183,100,000", INC ,,,,TIDAK JADI OC,0
136,115/QUO/STM/I/25,14-Jan-25,IRWAN,PT. REMARK TRANS JAKARTA,BUS BESAR AC MODEL VOVA TECH HDD SINGLE / DOUBLE GLASS MERCEDES BENZ / HINO RM/RK, 575.000.000 (EXC) ,"575,000,000", EXC ,,,,TIDAK JADI OC,0
137,20/QUO/STM/I/25,04-Jan-25,HENDY,PT. ISUINDOMAS PUTRA - MEDAN,BODY DUMP TRUCK ISUZU NMR 81 HD 6.5 UK. 4080 X 1840 X 1400 MM," 61,000,000 ","61,000,000", INC ,JADI OC (9 UNIT),9,UNIT,JADI OC,"549,000,000"
138,21/QUO/STM/I/25,04-Jan-25,HENDY,PT. ISUINDOMAS PUTRA - MEDAN,DUMP TRUCK ISUZU FVZ 34 N HP UK. 6500 X 2500 X 1800 MM," 164,000,000 ","164,000,000", INC ,JADI OC (1 UNIT),1,UNIT,JADI OC,"164,000,000"
139,27/QUO/STM/I/25,01-Jan-25,HENDY,PT. ASTRA INTERNATIONAL UD TRUCK - BANDUNG,BODY MIXER 8M3 HINO FM 280 JM," 290,000,000 ","290,000,000", INC ,,,,TIDAK JADI OC,0
140,28/QUO/STM/I/25,07-Jan-25,HENDY,PT. DAYAGUNA MOTOR INDONESIA - TAMBUN,TRAILLER 40 FEET 3 AXLE - FLAT DECK UK 12300 X 2500 MM," 300,000,000 ","300,000,000", INC ,,,,TIDAK JADI OC,0
141,35/QUO/STM/I/25,08-Jan-25,HENDY,PT. TRITUNGGAL MANDIRI STEEL,FLATBED MITSUBISHI FE 74 L N UK. 6000 X 2000 MM," 50,000,000 ","50,000,000", INC ,JADI OC (4 UNIT),4,UNIT,JADI OC,"200,000,000"
142,36/QUO/STM/I/25,08-Jan-25,HENDY,PT. TRITUNGGAL MANDIRI STEEL,FLATBED FAW FD 290 CG UK 9750 X 2500 MM," 80,000,000 ","80,000,000", INC ,JADI OC (1 UNIT),1,UNIT,JADI OC,"80,000,000"
143,55/QUO/STM/I/25,09-Jan-25,HENDY,PT. ISUZU MOBILINDO PLAZA - MAKASSAR,ARM ROLL STANDART & CONTAINER TERTUTUP KAP. 5M3 ISUZU NMR 81 HD 6.5, - ,0, INC ,,,,TIDAK JADI OC,0
144,64/QUO/STM/I/25,09-Jan-25,HENDY,PT. PRABU PANDAWA BOGOR , DUMP TRUCK ANGKUT SAWIT MITSUBISHI FE 74 HD UK. 3880 X 1840 X 700 + 500 (RAMP) MM ," 58,000,000 ","58,000,000", INC ,,,,TIDAK JADI OC,0
145,76/QUO/STM/I/25,11-Jan-25,HENDY,PT. IRON BIRD LOGISTIC,WING BOX HINO FL 280 JW UK 9750 X 2500 X 2700 MM," 170,000,000 ","170,000,000", INC ,,,,TIDAK JADI OC,0
146,79/QUO/STM/I/25,13-Jan-25,HENDY,BAPAK MICHAEL BUDIMAN,PENAMBAHAN TINGGI DUMP TRUCK 420 MM MITSUBISHI TRONTON UK. 5700 X 2480 X 1450," 25,000,000 ","25,000,000", INC ,JADI OC (5 UNIT),5,UNIT,JADI OC,"125,000,000"
147,90/QUO/STM/I/25,13-Jan-25,HENDY,PT. SARDANA INDAH BERLIAN MOTOR,DUMP TRUCK KNOCKDOWN MITSUBISHI FE 74 HD N / FE 75 SHDX UK 3880 X1840 X 700 + 500 MM," 65,000,000 ","65,000,000", INC ,,,,TIDAK JADI OC,0
148,91/QUO/STM/I/25,13-Jan-25,HENDY,PT. SARDANA INDAH BERLIAN MOTOR,AMBULANCE STANDART + AC (BODY+ISIAM) MITSUBISHI TRITON SINGLE CABIN," 170,000,000 ","170,000,000", INC ,,,,TIDAK JADI OC,0
149,92/QUO/STM/I/25,13-Jan-25,HENDY,PT. SARDANA INDAH BERLIAN MOTOR,MEDIUM BUS SEKOLAH KAP. 30 SEAT + AC DENSO MSD 9 MITSUBISHI FE 84 GBC, 550.000.000 (EXC) ,"550,000,000", EXC ,,,,TIDAK JADI OC,0
150,108/QUO/STM/I/25,14-Jan-25,HENDY,PT. ISUZU MOBILINDO PLAZA - MAKASAR,DUMP TRUCK ISUSU NMR 81 HD 6.5 UK. 3600 X 1840 X 700 + 300 MM," 48,000,000 ","48,000,000", INC ,,,,TIDAK JADI OC,0
151,110/QUO/STM/I/25,14-Jan-25,HENDY,PT. ISUZU MOBILINDO PLAZA - MAKASAR,DUMP TRUCK ISUZU FVZ 34 N HP UK. 5700 X 2400 X 1500 MM," 155,000,000 ","155,000,000", INC ,,,,TIDAK JADI OC,0
152,120/QUO/STM/I/25 B,15-Jan-25,HENDY,PT. KARYA ZIRANG UTAMA,DUMP TRUCK ISUZU FVZ 34 N HP UK 5.700 X 2.400 X 1.500 MM," 162,000,000 ","162,000,000", INC ,,,,TIDAK JADI OC,0
153,128/QUO/STM/I/25,16-Jan-25,HENDY,PT. ARISTA JAYA NIAGA,TRAILLER 40 FEET 3 AXLE - FLAT DECK UK 12300 X 2500 MM," 300,000,000 ","300,000,000", INC ,,,,TIDAK JADI OC,0
154,128/QUO/STM/I/25,16-Jan-25,HENDY,PT. ARISTA JAYA NIAGA,TRAILLER 40 FEET 3 AXLE - SKELETAL (RANGKA) UK 12300 X 2500 MM," 270,000,000 ","270,000,000", INC ,,,,TIDAK JADI OC,0
155,128/QUO/STM/I/25,16-Jan-25,HENDY,PT. ARISTA JAYA NIAGA,TRAILLER 20 FEET 2 AXLE - FLAT DECK UK 7250 X 2500 MM," 200,000,000 ","200,000,000", INC ,,,,TIDAK JADI OC,0
156,128/QUO/STM/I/25,16-Jan-25,HENDY,PT. ARISTA JAYA NIAGA,TRAILLER 20 FEET 2 AXLE - SKELETAL (RANGKA) UK 7250 X 2500 MM," 170,000,000 ","170,000,000", INC ,,,,TIDAK JADI OC,0
157,129/QUO/STM/I/25,16-Jan-25,HENDY,PT. ARISTA JAYA NIAGA,BODY MIXER 3 M3 HINO DUTRO 136 HDMX," 195,000,000 ","195,000,000", INC ,JADI OC (3 UNIT),3,UNIT,JADI OC,"585,000,000"
158,139/QUO/STM/I/25,16-Jan-25,HENDY,PT. ASTRA ISUZU - MAKASSAR,BODY DUMP TRUCK ISUZU NMR 81 HD 6.5 UK 3880 X 1850 X 1280 MM," 65,000,000 ","65,000,000", INC ,,,,TIDAK JADI OC,0
159,144/QUO/STM/I/25,16-Jan-25,HENDY,PT. ADIL JAYA - SEMARANG,TRAILLER 40 FEET 3 AXLE - FLAT DECK UK 12300 X 2500 MM," 295,000,000 ","295,000,000", INC ,,,,TIDAK JADI OC,0
160,148/QUO/STM/I/25,17-Jan-25,HENDY,CUSTOMER BAPAK HENDY,PENAMBAHAN TINGGI DUMP TRUCK 350 MM FAW 8X4," 35,500,000 ","35,500,000", INC ,,,,TIDAK JADI OC,0
161,157/QUO/STM/I/25,17-Jan-25,HENDY,PT. DAYA GUNA MOTOR INDONESIA,TRAILLER 40 FEET 3 AXLE - SKELETAL (RANGKA) FRAME PABRIKASI I-BEAM 500 GRADE 350 UK 12.300 X 2.500 MM," 300,000,000 ","300,000,000", INC ,,,,TIDAK JADI OC,0
162,157/R.01QUO/STM/I/25,17-Jan-25,HENDY,PT. DAYA GUNA MOTOR INDONESIA,TRAILLER 40 FEET 2 AXLE - SKELETAL (RANGKA) FRAME WF 450 UK 12.300 X 2.500 MM," 270,000,000 ","270,000,000", INC ,,,,TIDAK JADI OC,0
163,164/QUO/STM/I/25,20-Jan-25,HENDY,PT. SARDANA INDAH BERLIAN MOTOR,MICRO BUS AC DELUXE MITSUBISHI FE 71, 250.000.000 (EXC) ,"250,000,000", EXC ,,,,TIDAK JADI OC,0
164,171/QUO/STM/I/25,20-Jan-25,HENDY,PT. IRON BIRD LOGISTICS ,WING BOX QR4 EV-9500L UK 9.500 X 2.400 X 2.500 MM," 165,000,000 ","165,000,001", INC ,,,,TIDAK JADI OC,0
165,171/R.01QUO/STM/I/25,20-Jan-25,HENDY,PT. IRON BIRD LOGISTICS ,WING BOX QR4 EV-9500L UK 9.500 X 2.400 X 2.500 MM," 165,000,000 ","165,000,000", INC ,,,,TIDAK JADI OC,0
166,171/R.02QUO/STM/I/25,20-Jan-25,HENDY,PT. IRON BIRD LOGISTICS ,WING BOX QR4 EV-9500L UK 9.500 X 2.400 X 2.500 MM," 165,000,000 ","165,000,000", INC ,,,,TIDAK JADI OC,0
167,171/R.03QUO/STM/I/25,25-Jan-25,HENDY,PT. IRON BIRD LOGISTICS ,WING BOX QR4 EV-9500L UK 9.500 X 2.400 X 2.500 MM," 163,000,000 ","163,000,000", INC ,,,,TIDAK JADI OC,0
168,175/QUO/STM/I/25,21-Jan-25,HENDY,PT. BETON CITRA ABADI - MOJOKERTO,BODY MIXER 3 M3 HINO DUTRO 136 HDMX," 190,000,000 ","190,000,000", INC ,,,,TIDAK JADI OC,0
169,175/QUO/STM/I/25,21-Jan-25,HENDY,PT. BETON CITRA ABADI - MOJOKERTO,BODY MIXER 7 M3 HINO FM 280 JM," 285,000,000 ","285,000,000", INC ,,,,TIDAK JADI OC,0
170,191/QUO/STM/I/25,22-Jan-25,HENDY,CUSTOMER BAPAK HENDY,TANGKI VACUM KAP. 13.000 LITER MITSUBISHI FE 62 F HD R, 265.000.000 (EXC) ,"265,000,000", EXC ,,,,TIDAK JADI OC,0
171,212/QUO/STM/I/25,23-Jan-25,HENDY,PT. BUMEN REDJA ABADI,FLAT BED + TEMPAT CRANE MITSUBISHI FN 62 FL HD R UK 8460 X 2500 MM," 90,000,000 ","90,000,000", INC ,JADI OC (1 UNIT),1,UNIT,JADI OC,"90,000,000"
172,240/QUO/STM/I/25,20-Jan-25,HENDY,PT. CEMACO MAKMUR CORPORATAMA - PURWOKERTO,BOX BESI HINO FL 280 JW UK 9.700 X 2.500 X 2.700 MM," 95,000,000 ","95,000,000", INC ,,,,TIDAK JADI OC,0
173,248/QUO/STM/I/25,28-Jan-25,HENDY,PT. ABERU CAHAYA SEMESTA,TRAILLER 40 FEET 3 AXLE - FLAT DECK UK 12.300 X 2.500 MM," 250,000,000 ","250,000,000", INC ,JADI OC (2 UNIT),2,UNIT,JADI OC,"500,000,000"
174,254/QUO/STM/I/25,30-Jan-25,HENDY,PT. HINO VIMA BUNGAMAS - PADANG ,ARM ROLL KAP. 6 TON DOUBLE ACTION HINO DUTRO 136 HDX DAN CONTAINER TERBUKA KAP. 7 M3 UK 3.800 X 1.900 X 1.000 MM," 150,000,000 ","150,000,000", INC ,,,,TIDAK JADI OC,0
175,257/QUO/STM/I/25,30-Jan-25,HENDY,PT. MEGA HARAPAN ITL. LOGISTIK,TRAILLER 40 FEET 3 AXLE - FLAT DECK UK 12.300 X 2.500 MM," 315,000,000 ","315,000,000", INC ,,,,TIDAK JADI OC,0
176,263/QUO/STM/I/25,30-Jan-25,HENDY,PT. ASTRA ISUZU - MAKASSAR,BOX BESI ISUZU NMR 81 HD 5.8 UK 4.300 X 2.000 X 2.200 MM," 70,000,000 ","70,000,000", INC ,,,,TIDAK JADI OC,0
177,264/QUO/STM/I/25,30-Jan-25,HENDY,PT. PRABU PENDAWA MOTOR - BOGOR,DUMP TRUCK MITSUBISHI FE 74 HD N UK 4.230 X 2.190 X 1.080 MM," 60,000,000 ","60,000,000", INC ,,,,TIDAK JADI OC,0
178,265/QUO/STM/I/25,30-Jan-25,HENDY,PT. ASTRA ISUZU - MAKASSAR,BODY OPEN CARGO ISUZU FVR 34 S UK 9000 X 2400 X 2000 MM," 120,000,000 ","120,000,000", INC ,,,,TIDAK JADI OC,0
179,270/QUO/STM/I/25,31-Jan-25,HENDY,PT. SARDANA INDAH BERLIAN MEDAN,DUMP TRUCK MITSUBISHI FE 74 HD N UK 4230 X 2190 X 1080 MM," 65,000,000 ","65,000,000", INC ,,,,TIDAK JADI OC,0
180,61/QUO/STM/I/25,14-Jan-25,RATNASARI,BAPAK SURYA,BODY DUMP TRUCK SCOW END MERCY AROCS 4045 AK UK 6000 X 2400 X 1500 MM," 266,500,000 ","266,500,000", INC ,,,,TIDAK JADI OC,0
181,66/QUO/STM/I/25,14-Jan-25,RATNASARI ,BAPAK SURYA,SIDE DUMP TRAILLER KAP. 90 Mᶟ MERCY  AROCS 4045 AK," 2,120,000,000 ","2,120,000,000", INC ,,,,TIDAK JADI OC,0
182,46/QUO/STM/I/25,09-Jan-25,WALTHERUS,PT. KUMALA MOTOR SEJAHTERA,SELF LOADER WITH HYDRAULIC JACK HINO FM 280 JD UK 6400 X 2500 MM," 343,000,000 ","343,000,000", INC ,,,,TIDAK JADI OC,0
183,58/QUO/STM/I/25,09-Jan-25,WALTHERUS,PT. PATRACO MOTOR,FUEL TANK KAP. 5.000 LITER SYSTEM DISPENSING MANUAL HINO DUTRO 136 HDX," 190,000,000 ","190,000,000", INC ,,,,TIDAK JADI OC,0
184,60/QUO/STM/I/25,09-Jan-25,WALTHERUS,PT. KUMALA MOTOR SEJAHTERA,BODY DUMP TRUCK SAMPAH HINO DUTRO 136 HDX UK. 3880 X 1850 X 1000 MM," 54,000,000 ","54,000,000", INC ,,,,TIDAK JADI OC,0
185,63/QUO/STM/I/25,09-Jan-25,WALTHERUS,PT. KUMALA MOTOR SEJAHTERA,BODY OPEN CARGO HINO FG 260 JP UK 7500 X 2500 X 800 + 300 (PIPA)," 86,000,000 ","86,000,000", INC ,,,,TIDAK JADI OC,0
186,77/QUO/STM/I/25,11-Jan-25,WALTHERUS,PT. KUMALA MOTOR SEJAHTERA,FUEL TANK KAP. 16.000 LITER SYSTEM SBL HINO FM 280 JD, 160.000.000 (EXC) ,"160,000,000", EXC ,,,,TIDAK JADI OC,0
187,80/QUO/STM/I/25,11-Jan-25,WALTHERUS,PT. KUMALA MOTORSEJAHTERA ,TANGKI CPO KAP. 18.000 LITER HINO FG 160 JL," 125,000,000 ","125,000,000", INC ,,,,TIDAK JADI OC,0
188,85/QUO/STM/I/25,11-Jan-25,WALTHERUS,PT. KUMALA MOTOR SEJAHTERA,TANGKI CPO KAP. 9000 LITER HINO DUTRO 136 HDX," 69,500,000 ","69,500,000", INC ,,,,TIDAK JADI OC,0
189,86/QUO/STM/I/25,13-Jan-25,WALTHERUS,CUSTOMER BAPAK WALTHER,DUMP TRUCK HINO DUTRO 115 SD UK 3000 X 1720 X 550 MM, 43.000.000 (EXC) ,"43,000,000", EXC ,,,,TIDAK JADI OC,0
190,98/QUO/STM/I/25,14-Jan-25,WALTHERUS,PT. KUMALA MOTOR SEJAHTERA,WATER TANK KAP. 5000 LITER HINO DUTRO 136 HDX ," 70,000,000 ","70,000,000", INC ,,,,TIDAK JADI OC,0
191,107/QUO/STM/I/25,15-Jan-25,WALTHERUS,PT. KUMALA MOTOR SEJAHTERA,WATER TANK STAINLESS KAP. 8000 LITER HINO FG 260 JJ," 250,000,000 ","250,000,000", INC ,,,,TIDAK JADI OC,0
192,109/QUO/STM/I/25,15-Jan-25,WALTHERUS,PT. PATRACO MOTOR,TANGKI WATER SPRAYER KAP. 5.000 LITER HINO DUTRO 136 HDX," 290,000,000 ","290,000,000", INC ,,,,TIDAK JADI OC,0
193,117/QUO/STM/I/25,15-Jan-25,WALTHERUS,PT. KUMALA MOTOR SEJAHTERA,SPARE PART DT - RADIO RIG MOTOROLA / EQV, 11.000.000 (EXC) ,"11,000,000", EXC ,,,,TIDAK JADI OC,0
194,117/QUO/STM/I/25,15-Jan-25,WALTHERUS,PT. KUMALA MOTOR SEJAHTERA,SPARE PART DT - STRIP LIGHT, 3.000.000 (EXC) ,"3,000,000", EXC ,,,,TIDAK JADI OC,0
195,117/QUO/STM/I/25,15-Jan-25,WALTHERUS,PT. KUMALA MOTOR SEJAHTERA,SPARE PART DT - APAR 3.5 KG, 1.110.000 (EXC) ,"1,110,000", EXC ,,,,TIDAK JADI OC,0
196,150/QUO/STM/I/25,17-Jan-25,WALTHERUS,PT. KUMALA MOTOR SEJAHTERA,FUEL TANK KAP. 5.000 LITER SYSTEM SBL HINO DUTRO 136 HD, 100.000.000 (EXC) ,"100,000,000", EXC ,,,,TIDAK JADI OC,0
197,150/QUO/STM/I/25,17-Jan-25,WALTHERUS,PT. KUMALA MOTOR SEJAHTERA,REPAINT CABIN, 4.000.000 (EXC) ,"4,000,000", EXC ,,,,TIDAK JADI OC,0
198,152/QUO/STM/I/25,17-Jan-25,WALTHERUS,PT. KUMALA MOTOR SEJAHTERA ,FUEL TANK KAP. 16.000 LITER SYSTEM SBL HINO FM 280 JD," 150,000,000 ","150,000,000", INC ,,,,TIDAK JADI OC,0
199,152/QUO/STM/I/25,17-Jan-25,WALTHERUS,PT. KUMALA MOTOR SEJAHTERA ,OPTIONAL REPAINT CABIN," 5,550,000 ","5,550,000", INC ,,,,TIDAK JADI OC,0
200,154/QUO/STM/I/25,17-Jan-25,WALTHERUS,PT. KUMALA MOTOR SEJAHTERA,SKY LIFT 12 METER HINO DUTRO 136 HDX ," 295,000,000 ","295,000,000", INC ,,,,TIDAK JADI OC,0
201,163/QUO/STM/I/25,18-Jan-25,WALTHERUS,PT. KUMALA MOTOR SEJAHTERA,WATER TANK KAP. 16.000 LITER HINO FM 280 JD," 175,000,000 ","175,000,000", INC ,,,,TIDAK JADI OC,0
202,169/QUO/STM/I/25,20-Jan-25,WALTHERUS,PT. PATRACO MOTOR,FUEL TANK KAP. 5.000 LITER SYSTEM DISPENSING MANUAL HINO DUTRO 136 HDX," 183,000,000 ","183,000,000", INC ,,,,TIDAK JADI OC,0
203,170/QUO/STM/I/25,20-Jan-25,WALTHERUS,PT. PATRACO MOTOR,FUEL TANK KAP. 5.000 LITER HINO DUTRO 136 HDX," 72,000,000 ","72,000,000", INC ,,,,TIDAK JADI OC,0
204,205/QUO/STM/I/25,23-Jan-25,WALTHERUS,PT. KUMALA MOTOR SEJAHTERA,ROAD SWEEPER 4 M3 HINO DUTRO 136 HDX, 3.400.000.000 (EXC) ,"3,400,000,000", EXC ,,,,TIDAK JADI OC,0
205,270/QUO/STM/I/25 R.01,26-Jun-25,HENDY,PT. SARDANA INDAH BERLIAN MEDAN,DUMP TRUCK MITSUBISHI FE 74 HD N UK 4230 X 2190 X 1080 MM," 63,000,000 ","63,000,000", INC ,,,,TIDAK JADI OC,0
206,04/QUO/STM/I/25,02-Jan-25,HENDRY MIN,IBU RATNA,FLAT BED WITH INSTAL CRANE MITSUBISHI FN 62 FL HD R UK 8460 X 2500 MM," 130,000,000 ","130,000,000", INC ,,,,TIDAK JADI OC,0
207,68/QUO/STM/I/25,10-Jan-25,HENDRY MIN,CUSTOMER BAPAK HENDRY MIN,DUMP TRUCK KNOCKDOWN UK 3880 X 1975 X 820 + 600 MM," 82,000,000 ","82,000,000", INC ,,,,TIDAK JADI OC,0
208,87/QUO/STM/I/25,13-Jan-25,HENDRY MIN,CUSTOMER BAPAK HENDRY MIN (BAPAK HANSEN),TOPI PET MODEL BAK BESI SMALL STANDART, 2.500.000 (EXC) ,"2,500,000", EXC ,,,,TIDAK JADI OC,0
209,147/QUO/STM/I/25,17-Jan-25,HENDRY MIN,BAPAK HANSEN,SPARE PART DT - HYDRAULIC KRM 167, 6.000.000 (EXC) ,"6,000,000", EXC ,,,,TIDAK JADI OC,0
210,147/QUO/STM/I/25,17-Jan-25,HENDRY MIN,BAPAK HANSEN,SPARE PART DT - POMPA KP 75, 2.145.000 (EXC) ,"2,145,000", EXC ,,,,TIDAK JADI OC,0
211,147/QUO/STM/I/25,17-Jan-25,HENDRY MIN,BAPAK HANSEN,SPARE PART DT - FLANGE POMPA, 135.000 (EXC) ,"135,000", EXC ,,,,TIDAK JADI OC,0
212,147/QUO/STM/I/25,17-Jan-25,HENDRY MIN,BAPAK HANSEN,SPARE PART DT - OIL TANK + BRACKET, 330.000 (EXC) ,"330,000", EXC ,,,,TIDAK JADI OC,0
